38 1:2174.584841 2:58.765899 3:44.685690 4:13.423620 5:-9.903904 6:-10.158201 7:-19.876637 8:-8.563289 9:-2.447811 10:-2.087469 11:-4.160400 12:-7.805663 13:-17.854793 14:-11.577643 15:-4.651379 16:-9.942730 17:-4.791849 18:-0.075248 19:4.201040 20:10.734143 21:12.438047 22:16.542100 23:14.974683 24:6.933573 25:0.680653 26:1.189531 27:-0.384919 28:-0.913761 29:-0.045456 30:2.935978 31:2.344965 32:1.801502 33:1.481040 34:2.484761 35:4.310833 36:4.139292 37:4.709945 38:2.540093 39:2.976059 40:4.979780 
5 1:2184.738769 2:45.666835 3:40.392795 4:8.756780 5:-23.093363 6:-15.144980 7:-25.448047 8:-14.098848 9:0.176931 10:-8.062129 11:-12.585839 12:-4.674142 13:-7.016342 14:-1.233705 15:2.517841 16:1.926139 17:2.702256 18:10.158205 19:9.580299 20:3.201481 21:6.005038 22:1.168665 23:1.030106 24:3.828505 25:4.761627 26:7.320165 27:10.060629 28:3.961583 29:4.051756 30:5.190333 31:2.814732 32:1.938704 33:0.720765 34:1.631937 35:4.657539 36:4.979325 37:2.745712 38:0.625284 39:-1.558714 40:-4.700403 
2 1:2147.848846 2:57.214744 3:42.568009 4:5.584226 5:-32.116886 6:-20.272040 7:-23.812195 8:-16.524567 9:-0.536674 10:-6.142708 11:-7.218286 12:-7.875123 13:-9.391261 14:-2.344802 15:3.516533 16:2.227251 17:4.816762 18:2.915339 19:-3.200023 20:-0.801992 21:0.617444 22:-1.680221 23:2.390084 24:6.235346 25:8.150527 26:10.784526 27:6.237497 28:6.272529 29:6.391722 30:3.135030 31:0.458373 32:0.963135 33:2.442041 34:5.614574 35:3.000297 36:1.268747 37:-0.408593 38:1.258714 39:1.346814 40:0.808612 
44 1:2173.664752 2:59.092315 3:-7.813619 4:-5.089587 5:7.459296 6:-16.924131 7:-13.576952 8:0.291082 9:-13.788672 10:-14.415344 11:-4.941708 12:-9.255938 13:-7.145671 14:-10.346421 15:-10.778593 16:-16.401266 17:-4.415044 18:2.109801 19:2.779761 20:9.636244 21:16.566191 22:25.094130 23:14.429319 24:12.244444 25:0.684612 26:-6.223435 27:-11.161925 28:-7.230218 29:-1.656035 30:1.846383 31:3.160307 32:-2.199291 33:-7.525180 34:-4.195370 35:0.147593 36:4.988673 37:7.346209 38:6.511554 39:3.180552 40:1.475240 
41 1:2190.228493 2:38.496508 3:56.900878 4:3.613887 5:-9.043818 6:-12.218353 7:-22.047773 8:-8.141704 9:-3.147333 10:-13.306613 11:-1.129287 12:-13.324065 13:-7.412128 14:-10.026099 15:-5.200506 16:1.650436 17:-0.307521 18:3.462424 19:6.268716 20:10.170426 21:17.358594 22:19.985632 23:13.237059 24:7.840247 25:1.082503 26:-0.132178 27:-0.176648 28:1.068467 29:3.289636 30:2.456508 31:0.894412 32:0.185985 33:-2.010650 34:-2.696743 35:1.813880 36:6.308966 37:5.481713 38:4.070836 39:1.005357 40:1.900673 
50 1:2218.591941 2:45.763880 3:53.698867 4:-0.172538 5:-10.571876 6:-22.534692 7:-23.436717 8:-11.487722 9:-5.161379 10:-4.976653 11:-3.982128 12:-9.417409 13:-9.258375 14:-6.083007 15:1.062993 16:3.229088 17:5.061272 18:9.153053 19:8.398672 20:7.354665 21:2.676212 22:1.890198 23:2.935922 24:0.519271 25:1.258858 26:6.681264 27:5.001052 28:7.096345 29:5.830695 30:3.742627 31:3.589570 32:-0.389203 33:2.716835 34:2.323368 35:5.762153 36:2.407098 37:3.089744 38:-1.026467 39:-0.374267 40:-0.161104 
38 1:2096.360574 2:59.498232 3:62.344137 4:9.268032 5:-23.754759 6:-17.804343 7:-37.890643 8:-11.232239 9:-10.288084 10:-6.578949 11:-4.042908 12:-12.793012 13:-13.951251 14:-16.333090 15:-10.844579 16:-10.754305 17:-3.731176 18:0.585634 19:1.609160 20:10.599882 21:13.091341 22:16.558486 23:17.574727 24:8.078075 25:0.036475 26:-0.252011 27:-3.731969 28:-0.831115 29:2.761122 30:3.955319 31:3.380594 32:0.937647 33:-0.515418 34:1.247334 35:5.543203 36:4.448806 37:4.975949 38:2.746110 39:3.469378 40:2.611343 
57 1:2260.673851 2:70.568972 3:-0.596257 4:1.025636 5:-11.537678 6:-11.433178 7:-11.819443 8:-21.902941 9:-18.124099 10:-8.047714 11:-9.707813 12:-10.727357 13:-2.044637 14:-0.939338 15:-2.680436 16:-4.627940 17:-4.446484 18:0.189096 19:2.434364 20:3.320731 21:4.168860 22:8.254188 23:13.518949 24:18.121243 25:12.308907 26:4.662150 27:5.261688 28:7.115637 29:3.491277 30:2.081234 31:2.219283 32:-0.469198 33:1.262707 34:1.168397 35:3.824697 36:5.291553 37:5.119756 38:3.588404 39:-0.371997 40:-1.962660 
2 1:2113.128405 2:52.128652 3:43.298536 4:7.151436 5:-35.829684 6:-23.955635 7:-30.141630 8:-18.147879 9:3.116480 10:-2.273300 11:-6.550070 12:-7.911264 13:-12.415692 14:-6.076934 15:1.787658 16:-0.785658 17:-0.320402 18:-3.024377 19:-5.822997 20:-5.948162 21:-5.597121 22:-6.072256 23:2.629360 24:6.522300 25:8.950322 26:13.434435 27:11.939910 28:6.984929 29:5.749869 30:5.766870 31:3.317802 32:0.444909 33:1.136872 34:3.528935 35:1.042016 36:-3.097453 37:-3.714038 38:-0.987781 39:1.059106 40:-1.943098 
22 1:2179.761074 2:61.052969 3:69.262523 4:-6.550889 5:-20.637218 6:-29.713850 7:-35.049844 8:-17.191121 9:-18.460469 10:-6.672591 11:-10.995633 12:-13.349526 13:-8.230296 14:-6.519794 15:-7.737080 16:-6.447361 17:1.314341 18:4.069055 19:5.638785 20:8.822296 21:7.381614 22:5.927691 23:6.702846 24:-1.286181 25:5.183026 26:10.002167 27:16.648004 28:7.649398 29:-0.216203 30:-0.069945 31:-0.615233 32:1.654415 33:5.216203 34:3.787505 35:5.737979 36:6.969066 37:6.364739 38:0.127068 39:-0.865669 40:-0.116043 
10 1:2059.808285 2:69.230818 3:71.251251 4:4.298365 5:-40.499201 6:-21.883312 7:-47.628189 8:-12.543546 9:-18.471177 10:-15.873780 11:-6.775095 12:-17.218685 13:-10.354540 14:-12.028453 15:-9.064657 16:-10.987717 17:-7.652799 18:-7.186034 19:-0.138342 20:7.008209 21:5.364067 22:10.803238 23:13.251634 24:13.256621 25:10.474764 26:8.784967 27:-2.042870 28:-6.091760 29:-8.887642 30:-0.504274 31:3.217211 32:4.271702 33:3.760542 34:-0.012850 35:1.301050 36:1.500221 37:5.367685 38:-0.816519 39:-2.666486 40:-3.335038 
12 1:2115.142101 2:56.773795 3:56.791470 4:9.983429 5:-20.431855 6:-18.471744 7:-33.888014 8:-10.671068 9:-7.912372 10:-6.690709 11:-5.271222 12:-11.881895 13:-13.325302 14:-14.946144 15:-9.538269 16:-9.883608 17:-4.430352 18:0.282035 19:3.266579 20:12.404829 21:14.427948 22:16.951609 23:17.583237 24:7.763348 25:0.551164 26:0.945942 27:-0.100573 28:-0.948745 29:3.137432 30:3.063410 31:3.181878 32:3.381361 33:2.398528 34:1.398758 35:4.610353 36:4.811235 37:5.026864 38:3.219005 39:3.512721 40:3.804132 
7 1:2176.657640 2:63.459907 3:27.525879 4:-26.935452 5:-26.662420 6:-20.561673 7:-20.470079 8:-13.500807 9:-3.839917 10:-7.405495 11:-8.066957 12:-14.068667 13:-9.005086 14:-1.946276 15:-4.817143 16:1.987467 17:2.567531 18:2.309754 19:1.877942 20:-0.367802 21:8.491950 22:18.378490 23:17.265918 24:10.164498 25:3.000714 26:2.283572 27:1.675580 28:-4.539530 29:2.007964 30:3.650948 31:4.259433 32:-7.260726 33:-1.492230 34:-0.051226 35:6.109471 36:2.185462 37:0.517524 38:-0.934326 39:7.651180 40:5.437222 
24 1:2177.603523 2:45.920379 3:62.431441 4:-0.541150 5:-21.980100 6:-29.580155 7:-34.926045 8:-14.910830 9:-10.215577 10:-5.464407 11:0.416578 12:-16.240488 13:-10.310414 14:-10.698590 15:-3.214182 16:4.301821 17:8.629984 18:9.574717 19:7.050681 20:5.278028 21:3.050101 22:2.376094 23:1.166442 24:0.749924 25:1.632978 26:6.531682 27:4.783770 28:5.069215 29:4.045907 30:2.343860 31:3.447521 32:-0.209347 33:1.482270 34:0.900215 35:5.170276 36:2.890562 37:1.430932 38:-1.929872 39:-0.993171 40:2.106888 
2 1:2210.019247 2:52.929874 3:33.324542 4:7.842045 5:-22.275374 6:-13.739424 7:-16.714536 8:-10.159818 9:-1.026584 10:-7.884814 11:-6.977237 12:-1.144224 13:-4.391717 14:-0.282290 15:4.627896 16:6.565292 17:7.211494 18:1.997728 19:-0.815193 20:-1.421583 21:0.498455 22:-0.952167 23:1.051670 24:6.127015 25:7.012742 26:9.016871 27:8.055839 28:7.691592 29:4.407005 30:2.464905 31:-0.631986 32:1.345608 33:2.109057 34:6.462382 35:2.909438 36:0.205685 37:0.152554 38:0.541914 39:0.862978 40:0.007220 
49 1:2216.502631 2:50.890076 3:-13.284204 4:-41.689852 5:35.836911 6:9.269837 7:-16.365027 8:-22.862417 9:-4.058485 10:-6.825705 11:-20.085495 12:-6.575790 13:0.939648 14:-3.616179 15:-14.665777 16:-6.541539 17:1.957747 18:1.092607 19:-1.124204 20:0.895963 21:8.988975 22:12.879529 23:16.726381 24:12.587638 25:8.963883 26:0.773130 27:-1.228859 28:-0.712759 29:6.020650 30:7.321946 31:4.934917 32:-3.608765 33:-2.681735 34:-0.372649 35:8.011928 36:7.142809 37:6.035388 38:0.403143 39:2.363776 40:3.126884 
50 1:2218.401079 2:46.733357 3:53.708941 4:-0.449022 5:-11.370707 6:-19.687964 7:-24.178824 8:-11.691778 9:-5.601184 10:-4.381964 11:-3.386002 12:-9.855373 13:-8.322944 14:-6.502441 15:0.623972 16:3.385765 17:6.147706 18:8.749631 19:8.017418 20:7.080919 21:3.265804 22:2.271264 23:1.810177 24:0.639423 25:1.503642 26:7.323322 27:4.710867 28:6.287098 29:6.288100 30:4.114409 31:2.571147 32:0.714201 33:2.421370 34:1.486716 35:5.727081 36:3.466096 37:2.414380 38:-0.718281 39:-0.624364 40:0.036908 
46 1:2205.870878 2:58.683255 3:41.283466 4:-23.205307 5:-26.297340 6:-9.951911 7:-14.554211 8:-11.079029 9:-12.054926 10:-20.812789 11:-11.732166 12:-2.814543 13:-7.637465 14:-3.810271 15:-7.139149 16:0.692857 17:2.923918 18:0.642810 19:15.361185 20:15.612844 21:12.041873 22:5.889930 23:-2.706652 24:-3.697297 25:3.535837 26:8.970199 27:15.097697 28:5.453616 29:1.591900 30:-1.939953 31:0.549789 32:-0.091328 33:3.842143 34:0.972877 35:4.402232 36:6.347534 37:3.995779 38:-0.937472 39:-0.722516 40:-0.921161 
40 1:2175.689667 2:23.958659 3:29.717840 4:-18.466006 5:-48.362167 6:7.944851 7:-11.826847 8:1.485400 9:2.181259 10:-17.139016 11:-15.034959 12:-12.034863 13:-14.603260 14:-0.914575 15:-3.333683 16:-4.736570 17:-1.784647 18:-7.364183 19:1.950351 20:4.642539 21:15.958703 22:19.111454 23:17.683789 24:16.023765 25:8.539953 26:1.829336 27:-6.711361 28:-11.531036 29:-7.811399 30:-0.255601 31:4.677611 32:2.837078 33:-3.960907 34:-5.180887 35:0.195889 36:4.519990 37:4.870868 38:3.064893 39:0.218833 40:-0.739507 
45 1:2261.847383 2:30.389776 3:3.697150 4:9.994384 5:2.683202 6:-4.103839 7:-9.778118 8:-21.449024 9:-7.892522 10:-10.197679 11:-9.268710 12:-10.848095 13:0.743213 14:3.579067 15:-8.587026 16:-7.192756 17:-0.082563 18:8.944795 19:11.857079 20:9.376164 21:6.517803 22:6.882324 23:5.919338 24:1.850787 25:-0.941438 26:2.300134 27:3.769869 28:3.617909 29:5.051009 30:3.531715 31:2.191108 32:0.353274 33:3.101470 34:4.762788 35:5.228561 36:2.779586 37:2.223004 38:3.472595 39:2.060777 40:2.129375 
3 1:2197.907621 2:50.771849 3:-22.295471 4:2.131045 5:12.587841 6:-15.638651 7:-15.192033 8:-4.083813 9:-14.033339 10:-17.930025 11:-8.628312 12:-11.285243 13:-4.609834 14:1.911303 15:-4.977780 16:-1.941460 17:5.378969 18:7.331930 19:12.204166 20:13.967040 21:7.433572 22:1.928885 23:3.702539 24:-2.890342 25:-1.193547 26:1.915745 27:3.313419 28:-1.857630 29:-1.419480 30:-3.517676 31:-0.806217 32:1.895070 33:-0.165267 34:-0.417728 35:-2.664992 36:-1.656674 37:-2.520714 38:-0.827309 39:-2.968479 40:-3.857164 
12 1:2114.596460 2:56.245988 3:59.032300 4:11.109277 5:-20.455520 6:-18.276651 7:-32.140335 8:-11.690334 9:-7.666370 10:-7.250096 11:-3.223623 12:-12.117955 13:-12.486454 14:-15.524323 15:-10.116564 16:-10.913797 17:-3.434219 18:0.479796 19:3.488705 20:10.152492 21:12.518485 22:17.502412 23:16.089332 24:6.519320 25:2.347896 26:-2.014312 27:-3.013954 28:-1.921406 29:2.222594 30:3.944785 31:2.890034 32:0.558169 33:0.453659 34:1.524665 35:4.058128 36:4.158082 37:4.677140 38:2.455048 39:3.327135 40:3.149018 
16 1:2275.412093 2:36.017147 3:-0.649860 4:7.430989 5:1.488486 6:-8.824242 7:-11.242709 8:-23.944524 9:-15.672120 10:-12.054641 11:-11.133548 12:-9.412849 13:-0.723872 14:8.028791 15:6.269379 16:12.002856 17:6.700907 18:7.367281 19:5.867352 20:5.300706 21:4.334768 22:4.581735 23:10.736164 24:11.250372 25:5.591203 26:0.666090 27:2.224600 28:5.949007 29:7.275088 30:2.537585 31:6.232818 32:4.950312 33:-2.366330 34:-2.658011 35:1.481985 36:0.364943 37:0.706132 38:1.154054 39:4.281578 40:0.329030 
14 1:2233.678333 2:11.795456 3:34.504518 4:-7.961496 5:-29.667072 6:5.131850 7:0.612881 8:3.129244 9:9.774699 10:-10.276036 11:-13.967917 12:-8.459382 13:-11.266172 14:1.959627 15:-0.174741 16:-2.617140 17:-2.616022 18:-4.158261 19:1.688528 20:4.275158 21:13.998869 22:17.046024 23:18.099375 24:13.895526 25:7.582495 26:1.249116 27:-5.604090 28:-13.167028 29:-5.677580 30:0.678034 31:4.413794 32:1.260259 33:-0.608819 34:-4.855121 35:-0.062192 36:3.030488 37:5.174124 38:2.443635 39:0.772340 40:-2.526948 
